reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_lungmetastasis	minFlux_breastcancer	maxFlux_lungmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
EX_dcmp_e_	0.76405	0.1006	0.14496	3.2703e-33	1.3542e-32	9.318e-40	-157.3314__-138.9945	110.3023__107.4159	-500__-500	-138.7539__-115.7654	-1.0673__-1.1139	5.4195__4.7287	1	3.2703e-33	-223.3842	-201.5752	-71.8012	-53.5337	1.1986	1.1986
EX_ddecrn_e_	1.0	-0.6088	0.15043	0	0	0	2.8711e-17__-2.904e-18	3.7044e-17__9.1919e-18	0__0	2.5651e-17__-3.104e-18	0.33428__0.49843	3.3556__4.3937	1	0	4.7999e-18	-7.8903e-18	5.1649e-17	1.097e-18	-8.2638	-8.2638
EX_dlnlcg_e_	1.0	-0.2783	0.14556	7.2757e-318	0	0	1.5071e-15__-1.4676e-15	2.9766e-15__6.6428e-15	0__1.6644e-15	1.5754e-15__-1.0898e-15	-0.039463__0.047375	3.187__4.7362	1	7.2757e-318	-4.7406e-16	-5.0908e-15	3.4389e-15	2.6003e-15	-1.4456	-1.4456
EX_eicostet_e_	1.0	-0.3008	0.1453	0	0	3.7062e-318	1.4626e-16__-1.6482e-15	1.705e-15__3.6428e-15	8.9024e-16__8.9024e-16	1.1834e-16__-1.2709e-15	0.075354__-0.32519	3.2059__3.5143	1	0	-8.7006e-16	-3.5016e-15	1.1303e-15	8.7509e-16	-0.093113	-0.093113
EX_fad_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.881e-28	-0.0031541__-0.0032877	0.0010005__0.0010835	-0.013914__0	-0.0031065__-0.0032526	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.003707	-0.0038232	-0.0025597	-0.0026993	0.95508	0.95508
EX_fdp_e_	0.68772	0.1843	0.14505	5.0341e-71	1.212e-68	8.9583e-66	-108.2328__-60.56782	208.6929__173.1597	0__0	-103.1313__-57.20858	0.062682__0.071896	3.4622__3.5767	1	5.0341e-71	-246.1978	-180.1474	26.5851	54.4076	1.8027	1.8027
EX_fum_e_	0.70326	0.1136	0.14496	6.7001e-66	3.2258e-69	3.9603e-51	113.0015__132.5957	71.7238__84.7099	-4.053e-10__-7.9201e-10	99.26694__114.6376	0.90478__0.78409	3.6937__3.0625	1	6.7001e-66	56.0754	64.5039	156.9119	187.4747	0.86592	0.86592
EX_glcn_e_	0.17226	0.5132	0.14496	0	0	0	353.4599__490.6974	136.5148__152.6895	475.5573__1000	344.4024__475.3628	0.47595__0.2978	3.5695__2.9757	1	0	256.206	383.7833	440.9699	588.1844	0.7245	0.7245
EX_glcur_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
EX_glyc3p_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.17274__-0.18005	0.054795__0.059341	-0.76203__0	-0.17013__-0.17813	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.20302	-0.20938	-0.14019	-0.14783	0.95508	0.95508
EX_glylyscys_e_	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	4.0398__4.2109	1.2815__1.3878	-7.3791e-11__0	3.9788__4.1659	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	3.2785	3.4573	4.748	4.8968	0.95508	0.95508
EX_hdcecrn_e_	1.0	-0.5162	0.14548	0	0	0	6.8403e-16__-2.4886e-15	4.1738e-15__2.7528e-15	0__0	4.2022e-16__-2.2814e-15	0.052314__-0.14651	3.3944__3.2484	1	0	-1.8712e-15	-4.2855e-15	3.3467e-15	-5.6155e-16	-0.18419	-0.18419
EX_hxa_e_	0.57256	0.2108	0.14496	6.5619e-146	2.6488e-152	3.3242e-137	-300.2431__-197.2826	261.5155__287.0086	0__1000	-299.5315__-199.4178	0.071439__0.13854	2.6579__2.9569	1	6.5619e-146	-492.1903	-395.4614	-117.2803	-6.3338	1.502	1.502
EX_hxcoa_e_	0.79755	-0.0806	0.14496	2.0684e-18	1.4785e-19	2.8784e-28	-0.43467__-0.45307	0.13788__0.14932	-1.9175__-0.93426	-0.4281__-0.44824	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.51086	-0.52687	-0.35275	-0.37199	0.95508	0.95508
EX_lnlccrn_e_	1.0	-0.723	0.14975	0	0	0	2.7841e-12__-1.2624e-13	3.0356e-12__2.6691e-13	0__0	2.3343e-12__-1.0084e-13	0.43562__-0.47639	3.4485__5.649	1	0	7.8011e-13	-2.6405e-13	4.7563e-12	3.7205e-14	-23.1499	-23.1499
EX_lpchol_hs_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-4.7541__-4.9554	1.5081__1.6332	-10.4863__0	-4.6823__-4.9025	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-5.5874	-5.7626	-3.8582	-4.0686	0.95508	0.95508
EX_lysargleu_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-18.7106__-19.5029	5.9353__6.4277	-41.2709__0	-18.428__-19.2947	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-21.9903	-22.6796	-15.1845	-16.0126	0.95508	0.95508
EX_mlthf_e_	0.83149	0.0918	0.14513	2.4993e-13	1.4828e-13	1.5454e-20	-109.5863__-101.3921	77.5031__79.2158	0__0	-98.1812__-84.3282	-0.84853__-1.0861	3.8293__4.1839	1	2.4993e-13	-157.5371	-146.2369	-47.2302	-38.4657	1.1643	1.1643
EX_nh4_e_	0.9058	0.0374	0.14496	0.15618	0.14842	0.025044	-174.4783__-171.0943	172.9225__157.8858	-716.2945__-959.5014	-175.5752__-168.1341	0.042873__-0.12847	3.2452__3.3722	0	0.15618	-293.1184	-275.8462	-60.2178	-64.8852	1.0443	1.0443
EX_ocdcea_e_	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	-39.7503__-43.8429	22.1358__22.854	-153.3032__0	-37.9665__-42.8003	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-54.1002	-59.1785	-23.3128	-27.2405	0.88706	0.88706
EX_odecrn_e_	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2367e-40	39.7503__43.8429	22.1358__22.854	10.298__0	37.9665__42.8003	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	23.3128	27.2405	54.1002	59.1785	0.88706	0.88706
EX_orot5p_e_	0.0	-0.6512	0.14496	0	0	0	111.612__-0.08255158	119.8291__0.02720711	280.1685__0	86.7282__-0.0816703	0.88499__-2.3303	3.75642__22.5881	1	0	18.8297	-0.095998	184.6437	-0.067778	-1061.9309	-1061.9309
EX_pail_hs_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.5831__-0.60779	0.18497__0.20031	-2.5723__0	-0.57429__-0.6013	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.68531	-0.70679	-0.47321	-0.49902	0.95508	0.95508
EX_pcreat_e_	0.63805	0.1581	0.14539	3.8781e-74	8.6784e-78	2.1058e-76	-101.1421__-35.38181	241.6378__254.1488	-1000__-1000	-81.7742__-25.4133	-0.32005__-0.22161	3.5364__3.8702	1	3.8781e-74	-243.8405	-180.0518	54.1836	123.2688	3.2178	3.2178
EX_pcrn_e_	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0094624__0.0098631	0.0030016__0.0032506	0.020872__0	0.0093194__0.0097578	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0076792	0.008098	0.011121	0.01147	0.95508	0.95508
EX_pe_hs_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-1.6068__-1.6748	0.50969__0.55198	-7.0883__0	-1.5825__-1.6569	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-1.8884	-1.9476	-1.304	-1.3751	0.95508	0.95508
EX_pep_e_	0.64325	0.1367	0.14522	3.0379e-92	2.3165e-88	1.0373e-85	-448.423__-393.4594	193.0334__195.0727	-1000__-1000	-445.5649__-391.238	0.028602__-0.048444	2.6336__3.2026	1	3.0379e-92	-590.8879	-523.6558	-313.0528	-263.485	1.1389	1.1389
EX_pglyc_hs_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.25363__-0.26437	0.080455__0.08713	-0.55944__0	-0.2498__-0.26155	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.29809	-0.30743	-0.20583	-0.21706	0.95508	0.95508
EX_pmtcrn_e_	1.0	-0.7488	0.14958	0	0	0	3.5917e-12__-6.9787e-14	3.5707e-12__5.9269e-14	0__0	3.1895e-12__-6.798e-14	0.43923__-0.1697	3.4683__3.1203	1	0	1.1709e-12	-1.0503e-13	5.9279e-12	-3.1461e-14	-46.9179	-46.9179
EX_ps_hs_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.1601__-0.16688	0.050785__0.054999	-0.70627__0	-0.15768__-0.1651	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.18816	-0.19406	-0.12993	-0.13701	0.95508	0.95508
EX_pser_L_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.046045__-0.047995	0.014606__0.015818	-0.20313__0	-0.04535__-0.047483	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.054116	-0.055813	-0.037368	-0.039406	0.95508	0.95508
EX_q10_e_	0.79755	-0.081	0.14496	2.0666e-18	1.4771e-19	2.8751e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__-0.0067787	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0666e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
EX_sphgn_e_	0.7489	-0.11	0.14496	3.13e-37	1.0242e-37	2.2363e-40	-257.2863__-283.7758	143.2741__147.9228	-992.2587__-489.046	-245.74__-277.0271	-0.61253__-0.50448	3.7223__3.7694	1	3.13e-37	-350.1657	-383.0356	-150.8956	-176.3169	0.88706	0.88706
EX_sphings_e_	0.74744	0.1106	0.14496	1.6112e-37	4.8297e-38	8.5539e-41	262.3828__289.088	143.7324__148.5071	1000__500	251.0153__282.0914	0.62161__0.52038	3.7735__3.866	1	1.6112e-37	155.7064	181.1662	355.3548	388.7539	0.88984	0.88984
EX_tdechola_e_	0.82314	-0.0712	0.14496	4.0523e-40	2.7673e-40	1.1697e-21	-296.2406__-326.503	141.9888__177.4436	0__-500	-290.2918__-308.7233	-0.31335__-0.56058	2.9029__3.1954	1	4.0523e-40	-389.79	-431.3908	-195.2306	-195.0296	0.9403	0.9403
EX_thbpt_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
EX_ttdca_e_	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
EX_xmp_e_	0.57681	-0.1943	0.14505	4.5171e-147	3.2587e-152	1.0863e-134	292.4517__227.7566	185.8243__158.2114	0__500	270.2604__204.6772	0.51858__1.036	2.6703__4.8664	1	4.5171e-147	142.8861	105.1528	419.7887	324.3718	1.3204	1.3204
EX_xylu_D_e_	0.84377	0.0621	0.14505	2.3264e-17	8.1506e-18	6.6844e-17	206.2568__237.1065	263.849__242.6873	1000__0	215.1235__252.6916	-0.22259__-0.36245	2.9687__3.6045	1	2.3264e-17	27.9787	74.5793	394.6348	407.295	0.85133	0.85133
HMR_0951	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_3116	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_3117	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_3118	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_4685	0.91838	0.0788	0.14513	5.1014e-08	1.6252e-07	1.7269e-06	97.71715__102.4892	62.9522__65.8176	0__0	89.7793__95.4486	0.60003__0.53425	2.7812__2.6706	1	5.1014e-08	47.8043	48.6682	138.4437	145.5588	0.9406	0.9406
HMR_4687	0.91838	0.0789	0.14505	5.1014e-08	1.6252e-07	1.7249e-06	97.71715__102.4892	62.9522__65.8176	0__0	89.7793__95.4486	0.60003__0.53425	2.7812__2.6706	1	5.1014e-08	47.8043	48.6682	138.4437	145.5588	0.9406	0.9406
HMR_6426	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6428	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6432	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6433	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6434	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6435	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6436	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6441	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6443	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6447	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6448	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6450	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6451	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6453	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6492	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_7282	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
RE2426C	0.0	-0.9991	0.14556	0	0	0	0__-184.5719	0__145.1909	0__0	0__-151.0968	none	none	1	0	0.0	-264.2615	0.0	-70.41	0	0
Var1	1.0	0.0	1.0	none	1	1	4999.5__4999.5	2886.8957__2886.8957	0__0	4999.5__4999.5	0__0	1.8__1.8	none	none	2499.5	2499.5	7499.5	7499.5	1	1
x1A25DHVITD3te	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
x2PGtr	0.79859	-0.0826	0.14496	4.8826e-34	1.015e-33	2.8616e-27	44.3038__8.99568	206.1388__205.6604	0__0	41.0298__13.5625	-0.037842__-0.21526	3.6708__3.472	1	4.8826e-34	-88.1417	-116.4719	175.0352	144.6522	3.0252	3.0252
x3DHLCAS	0.41683	-0.3074	0.14496	1.8652e-309	1.583e-319	4.5751e-290	262.1937__197.2513	129.6648__104.9954	0__0	248.5932__187.9941	0.74972__0.68919	4.3538__3.9261	1	1.8652e-309	168.205	116.5756	343.6894	262.8726	1.3223	1.3223
x3DHLCAt	0.41683	0.3074	0.14496	1.8652e-309	1.583e-319	4.5751e-290	-262.1937__-197.2513	129.6648__104.9954	-437.8026__0	-248.5932__-187.9941	-0.74972__-0.68919	4.3538__3.9261	1	1.8652e-309	-343.6894	-262.8726	-168.205	-116.5756	1.3223	1.3223
